zstar_avg_test,SPO_correct,ETO_correct,SPO_wrong,ETO_wrong,n
16.850508428220195,1.8056441601584432,0.934265654630862,3.9162696047331207,4.347070294864891,50
16.850508428220195,1.3372176681050745,0.746536174971539,4.30878259510524,4.592419598244236,50
16.850508428220195,1.9344627926023312,1.0188302941720042,4.808975527663831,5.5385366577015676,50
16.850508428220195,1.4267302468485332,1.247081582694564,3.3092226057785954,4.8128988332305,50
16.850508428220195,1.7978608071342992,0.936686379784302,3.5138416661521914,4.0940311712909185,50
16.850508428220195,2.0986741371280617,1.1708523824589523,4.80408615257432,4.89721296742063,50
16.850508428220195,1.9226701864735631,0.9888469215167288,4.111675655851212,4.696761590634595,50
16.850508428220195,1.592824477167949,0.955254294087546,4.337079866782772,4.568080838484017,50
16.850508428220195,1.6303985345969294,1.1321111917427604,3.666868142024277,4.835184017813209,50
16.850508428220195,1.872895354796992,1.1498949750809553,3.507310295680636,4.2865114559892845,50
16.850508428220195,1.5639395661005078,0.8600323946657145,3.924043773029688,4.975796704784417,50
16.850508428220195,1.4557929041860291,1.0367236674756697,4.145352354713643,5.366113142802008,50
16.850508428220195,1.9591466976725933,1.4753486117542147,4.22534207374066,4.929552307437155,50
16.850508428220195,1.8678424425487536,1.2127028773631,3.974402301973298,4.990518597463245,50
16.850508428220195,1.864840705695452,1.0896880511129634,3.961936121063046,5.149247568531233,50
16.850508428220195,1.970296964186914,1.1320641096503563,4.097108448331832,4.3383462377499935,50
16.850508428220195,1.7385076269741766,0.9523518557634758,4.59568932944912,4.474582511670825,50
16.850508428220195,1.636078266516402,1.0373410687613904,4.158065868457529,5.12133638504825,50
16.850508428220195,1.7749978477492985,0.9644952336542424,4.1289794991078805,4.754731494920901,50
16.850508428220195,1.6900551267438335,0.7854150109606031,4.05166541518088,4.993798321043824,50
16.850508428220195,1.630355849933661,1.364374946272994,4.176976514384754,4.776963670082854,50
16.850508428220195,1.9465053319738377,1.0575348910233828,3.869443678369638,4.669402138586057,50
16.850508428220195,1.4161776824047565,0.6804382452229226,3.783040003728255,4.260244170840704,50
16.850508428220195,2.1767894996138732,0.9981930084675515,4.962602974032626,4.888355803971514,50
16.850508428220195,1.8960940986152928,0.9239550611516624,4.366334255310466,4.809533727417676,50
16.850508428220195,1.524008324807263,0.959618937163736,3.784722108273934,4.847412291746089,50
16.850508428220195,1.9275997057694705,1.3354412833191476,4.155426434398781,5.14793411426586,50
16.850508428220195,1.7361503521544746,1.0409866627846545,4.725872935692007,4.98315167376678,50
16.850508428220195,2.6070656717670024,1.1404514887768729,4.1506927454229094,5.128153697645598,50
16.850508428220195,1.7426414030426531,1.0584208679498182,3.780909759659368,4.794384687680268,50
16.850508428220195,1.8240239583843767,1.0701850874810903,3.9272892451550594,4.614494471199117,50
16.850508428220195,1.458806241511516,1.242965733298918,3.7373658011338353,4.205016773644985,50
16.850508428220195,2.131810317086942,1.1006098171819625,4.621323737428393,5.293332343218256,50
16.850508428220195,1.8361025134477031,1.104752593541979,3.8279872481001074,4.669148083892641,50
16.850508428220195,1.698337693635981,0.6827414342754832,4.186535698971466,5.3610633857011045,50
16.850508428220195,2.086169111424543,1.0870608712802283,4.145009518065966,4.603155840898113,50
16.850508428220195,2.3367546387718052,1.34034075378073,4.1762599338665884,4.7334899580955545,50
16.850508428220195,1.7730953057200054,1.407687852515345,3.5045319683132106,4.6127113274157,50
16.850508428220195,1.806371478586384,0.9287909704831352,3.7910785675631655,4.251699324236557,50
16.850508428220195,2.101558857498756,1.11671584117491,3.691191274435515,4.525213773105644,50
16.850508428220195,1.9784538381709744,1.6076137800229198,3.928558220268049,4.526324860013643,50
16.850508428220195,1.7986668837794493,1.1953612423295816,4.364908675182608,4.785954964806795,50
16.850508428220195,1.6242853876590084,0.8961193374243971,4.418405070111681,4.6446170023567,50
16.850508428220195,1.8780398485657923,1.2299786773389083,3.924186430730125,4.62017613538439,50
16.850508428220195,1.311284160707615,0.781858422436541,3.7594998321295265,5.216756642800152,50
16.850508428220195,1.5473293954373446,0.8881488079989491,3.732139450675058,4.421094902065323,50
16.850508428220195,1.9651979470659495,1.416016109962216,3.761825890953474,4.160298825151844,50
16.850508428220195,1.751873872677582,1.062121394188405,4.25767937503419,4.995823152609169,50
16.850508428220195,1.8539472017864151,1.2172726293672802,4.324010573438294,5.115745287075473,50
16.850508428220195,2.1777256697699903,1.5828831603573357,4.085715301408233,4.253383634621484,50
16.850508428220195,0.911962211969256,0.3062778328015104,3.502873442668151,4.336863565842983,100
16.850508428220195,0.9302235114377584,0.30750009081672963,3.2705556759359955,4.514323618857722,100
16.850508428220195,1.0289852292969852,0.47107428511465577,3.753257340969259,4.710286609416346,100
16.850508428220195,0.8673478910698544,0.6320050294457559,3.76009508109605,4.232096538614275,100
16.850508428220195,0.786069791574881,0.378388877369063,3.106405991672721,4.076487430580004,100
16.850508428220195,1.099875870870202,0.4730323711432735,3.418708356664349,4.212988912054051,100
16.850508428220195,0.946110056160889,0.22112860870578177,3.597091706023246,4.166337432729749,100
16.850508428220195,1.0559763368520805,0.4235887794322098,3.067737080618548,4.004105155335316,100
16.850508428220195,0.945433889219946,0.3241044236952266,3.537956842553122,4.825205254193292,100
16.850508428220195,0.9097023525436668,0.32755868930428267,3.185649171299416,3.7611629970788374,100
16.850508428220195,1.0770212796346583,0.3536135759155073,3.322833721740846,4.583349251969078,100
16.850508428220195,0.9122925580242778,0.34880027501183025,3.962321831481903,4.6097467362396625,100
16.850508428220195,1.0972994882006968,0.600699416211381,3.3079989512069488,4.4364247883792824,100
16.850508428220195,0.8882508760642004,0.41311236559573256,3.4587379076884206,4.749867506585885,100
16.850508428220195,0.8764210713023749,0.4634098569116225,3.150944396092476,4.151228551807948,100
16.850508428220195,1.0698659664011183,0.3873971381782947,3.525786198998901,4.526043295375831,100
16.850508428220195,1.024787261145698,0.38130067690960834,3.838927504329596,4.455698086526079,100
16.850508428220195,0.7653688783723991,0.44392395602100726,3.6532146703065496,4.748677493096185,100
16.850508428220195,0.9032852967375344,0.31015859235935983,3.28897240186454,4.238239999745943,100
16.850508428220195,0.9426745148307972,0.5257495280576783,3.4474096035557755,4.40634767698138,100
16.850508428220195,0.942385444534416,0.4547209847699667,3.278062143254051,4.2587429351267385,100
16.850508428220195,0.9003777352819554,0.32229684431749567,3.461900080122681,4.2524860865818646,100
16.850508428220195,0.7581597897405775,0.2902795312926203,3.285263366226576,4.197470069107082,100
16.850508428220195,1.1096618142698391,0.4400134473837259,4.127929544751206,4.33212733264639,100
16.850508428220195,0.9628190845843204,0.326215527574992,3.4652199143550044,4.416145918082405,100
16.850508428220195,0.8032611720057676,0.38465547554240614,3.505104130234756,4.699298480187293,100
16.850508428220195,0.9083200130906004,0.4275484352497184,3.402544708100461,4.001483688084712,100
16.850508428220195,0.8187079427805951,0.48330967316869794,3.765657098788103,4.435328723844074,100
